Question,Answer A,Answer B,Answer C,Answer D,Answer E
Quale processo di trasporto coinvolge il movimento delle molecole attraverso la membrana cellulare utilizzando proteine di trasporto specializzate e sfruttando un gradiente di concentrazione o elettrochimico preesistente?,Trasporto attivo secondario,Trasporto passivo,Diffusione,Osmosi,Endocitosi
Quale processo è responsabile della trasformazione del biossido di carbonio (CO2) in ossigeno?,Fotosintesi,Respirazione cellulare,Decombustione,Decomposizione,Fotosintesi inversa
Quale livello trofico è rappresentato dagli erbivori in una catena alimentare?,Secondario,Primario,Terziario,Quaternario,Quinario
Qual è il principale fattore che determina la distribuzione delle piante in un ecosistema terrestre?,Clima,Mutualismo,Parassitismo,Disponibilità di acqua,Predazione
Quali dei seguenti organismi sono considerati decompositori?,Batteri,Erbivori,Carnivori,Piante,Insetti impollinatori
Qual è il principale motore dell'evoluzione biologica?,Selezione naturale,Deriva cromosomica,Migrazione,Isolamento riproduttivo,Deriva genetica
Qual è il principale contributo dell'azoto all'ecosistema?,Componente essenziale degli amminoacidi e delle proteine,Fonte principale di energia per gli organismi fotosintetici,Principale gas responsabile dell'effetto serra,Regola il pH del suolo,Costituisce la minor parte dell'atmosfera terrestre
Quale tipo di relazione ecologica è rappresentata dalla simbiosi tra un fungo e una pianta?,Mutualismo,Predazione,Competizione,Parassitismo,Commensalismo
Quale gas costituisce la maggior parte dell'atmosfera terrestre?,L'azoto,L'ossigeno,L'argon,Il biossido di carbonio,Il metano
Qual è il gas principalmente responsabile dell'effetto serra?,Il biossido di carbonio,L'azoto,L'ossigeno,Il neon,L'argon
"Quale, tra i seguenti, è un esempio di relazione simbiotica in cui entrambi gli organismi traggono beneficio reciproco dalla loro relazione?",Mutualismo,Commensalismo,Parassitismo,Predazione,Nessuna delle altre risposte è corretta
"Quale, tra i seguenti, è un esempio di relazione simbiotica in cui uno dei due organismi trae beneficio mentre l'altro non è influenzato dalla loro relazione?",Commensalismo,Mutualismo,Parassitismo,Predazione,Nessuna delle altre risposte è corretta
"Quale, tra i seguenti, è un esempio di relazione simbiotica in cui uno dei due organismi trae beneficio a spese dell'altro organismo, causandogli danni?",Parassitismo,Commensalismo,Mutualismo,Predazione,Nessuna delle altre risposte è corretta
"Quale, tra i seguenti, è un esempio di relazione simbiotica in cui uno dei due organismi cattura e uccide un altro organismo per nutrirsene?",Predazione,Parassitismo,Commensalismo,Mutualismo,Simbiosi
Quale livello trofico è rappresentato dai carnivori in una catena alimentare?,Terzo,Primo,Secondo,Quarto,Quinto
Quale livello trofico è rappresentato dalle piante in una catena alimentare?,Primo,Terzo,Secondo,Quarto,Quinto
Quale livello trofico è rappresentato dalle tigri in una catena alimentare?,Quarto,Terzo,Secondo,Primo,Quinto
"Cosa s'intende per ""livello trofico""?",Posizione di un organismo all'interno di una catena alimentare,Relazioni simbiotiche tra organismi di specie diverse,Distribuzione della fauna in un ecosistema,Perdita di variabilità genetica,Storia evolutiva di una specie
Qual è il termine corretto per descrivere un organismo con due copie identiche di un allele per un particolare gene?,Omozigote,Eterozigote,Dominante,Recessivo,Embrionale
Qual è il termine corretto per descrivere un organismo con copie diverse di un allele per un particolare gene?,Eterozigote,Omozigote,Dominante,Recessivo,Embrionale
Quale delle seguenti leggi della genetica di Mendel afferma che gli alleli di geni diversi si separano in modo indipendente durante la formazione dei gameti?,Seconda legge di Mendel (legge della segregazione indipendente),Prima legge di Mendel (legge della segregazione),Terza legge di Mendel (legge della dominanza),Legge di Hardy-Weinberg,Legge della dominanza incompleta
"Se una pianta con fiori rosa (RR) viene incrociata con una pianta con fiori bianchi (rr), qual è la probabilità che la loro progenie abbia fiori rosa?",1,0.75,0.5,0.25,0
"Quale tipo di ereditarietà è rappresentata dalla malattia di Huntington, in cui un solo allele dominante anomalo è sufficiente per causare la condizione?",Autosomica dominante,Autosomica recessiva,Legata al cromosoma X dominante,Legata al cromosoma X recessiva,Multifattoriale
"Quale tipo di ereditarietà è rappresentata dalla malattia di neurofibromatosi di tipo 1, in cui un solo allele dominante anomalo è sufficiente per causare la condizione?",Autosomica dominante,Autosomica recessiva,Legata al cromosoma X dominante,Legata al cromosoma X recessiva,Multifattoriale
Con quale modalità si trasmette la Fibrosi cistica?,Autosomica recessiva,Autosomica dominante,Legata al cromosoma X dominante,Legata al cromosoma X recessiva,Multifattoriale
Con quale modalità si trasmette l'anemia falciforme?,Autosomica recessiva,Autosomica dominante,Legata al cromosoma X dominante,Legata al cromosoma X recessiva,Multifattoriale
"Quali, tra i seguenti, è un risultato del cosiddetto ""effetto del fondatore""?",Perdita di variabilità genetica,Aumento della variabilità genetica,Mutazioni,Aumento della popolazione,Simbiosi
Le ossa lunghe sono costituite da tessuto osseo compatto in corrispondenza di quale struttura ossea?,"Prevalentemente nella loro diafisi, ma nell'epifisi delle ossa lunghe è presente in superficie un sottile strato di osso compatto",Epifisi,Le ossa lunghe non presentano tessuto osseo compatto,Diafisi,"Prevalentemente nella loro epifisi, ma nella diafisi delle ossa lunghe è presente in superficie un sottile strato di osso compatto"
Le ossa lunghe sono costituite da tessuto osseo spugnoso in corrispondenza di quale struttura ossea?,Epifisi,Diafisi,Il tessuto osseo spugnoso non è presente nelle ossa lunghe,Il tessuto osseo spugnoso è presente solamente nelle ossa piatte,Sia nella loro epifisi che nella loro diafisi
Quale delle seguenti ossa è un esempio di osso corto?,Vertebra,Ossa del cranio,Femore,Clavicola,Scapola
Che cos'è il periostio?,Una membrana connettivale che aderisce alla superficie esterna di tutti i segmenti scheletrici,Una membrana connettivale che riveste la superficie interna di tutti i segmenti scheletrici,Una membrana connettivale che aderisce alla superficie esterna dei segmenti scheletrici solo delle ossa lunghe,Una membrana connettivale che aderisce alla superficie esterna dei segmenti scheletrici solo delle ossa lunghe e piatte,Una membrana connettivale che riveste la superficie interna dei segmenti scheletrici solo delle ossa lunghe e piatte
Perché il midollo osseo è detto emopoietico?,Perché ha la funzione di generare le cellule del sangue,Perché ha la funzione di proteggere le cellule del sangue,Perché ha la funzione di direzionare le cellule del sangue verso gli organi bersaglio,Perché ha la funzione di proteggere la colonna vertebrale,Perché ha la funzione di distruggere le cellule del sangue
Qual è il nome dell'arteria che porta nutrimento al tessuto osseo?,Arteria nutritizia,Safena,Aorta,Arteria polmonare,Arteria iliaca
Qual è la funzione dei canali di Volkmann?,Servono per evitare la necrosi del tessuto nel caso in cui ci fosse una stenosi o un'occlusione vasale,Dare sostegno i tessuti molli,Assorbire sostanze nutritive dai vasi sanguigni,Regolare la temperatura corporea,Sostenere la struttura ossea
Quali delle seguenti strutture ha la funzione di trasporto di sostanza nutritive all'interno dell'osso?,Canali di Havers,Midollo spinale,Eritrociti,Vasi linfatici,Muscoli scheletrici
Da quante curve fisiologiche è formata la colonna vertebrale?,"4 curve, 2 cifosi e 2 lordosi","3 curve, 2 lordosi e 1 cifosi","5 curve, 3 lordosi e 2 cifosi","3 curve, 2 cifosi e 1 lordosi","4 curve, 3 lordosi e 1 cifosi"
Qual è la funzione delle curve fisiologiche presenti nella colonna vertebrale?,Aumentare la resistenza della colonna alle sollecitazioni di compressione assiale,Migliorare la durezza della colonna vertebrale,Aumentare la mobilità delle vertebre,Ridurre la capacità di assorbire gli urti,Migliorare l'elasticità della colonna vertebrale
Qual è la definizione classica di scoliosi secondo la Scoliosis Research Society?,Una curva di più di 10° Cobb sul piano frontale senza considerare il piano laterale,Una curva di più di 10° Cobb sul piano frontale considerando anche il piano laterale,Una curva di più di 15° Cobb sul piano frontale senza considerare il piano laterale,Una curva di più di 13° Cobb sul piano frontale considerando anche il piano laterale,Una curva di più di 5° Cobb sul piano frontale senza considerare il piano laterale
Qual è la definizione di osteopenia?,La riduzione della massa ossea che si produce fisiologicamente con il passare degli anni,La riduzione della massa ossea che si produce patologicamente con il passare degli anni,La riduzione in modo marcato della massa ossea tale da provocare fratture anche per traumi minimi,Quando si presenta un'alterazione qualitativa della massa ossea per difetto di mineralizzazione della matrice proteica,Quando si presenta un'alterazione quantitativa della massa ossea per difetto di mineralizzazione della matrice proteica
Come si definisce la riduzione della massa ossea prodotta fisiologicamente con il passare degli anni?,Osteopenia,Osteoporosi,Osteomalacia,Osteocondrosi,Artrite
Che cosa comporta l'osteomalacia?,Un'alterazione qualitativa della massa ossea per difetto di mineralizzazione della matrice proteica,La riduzione della massa ossea che si produce fisiologicamente con il passare degli anni,"Una riduzione dei valori di massa ossea, tanto da provocare fratture anche per traumi minimi",Quando si presenta un'alterazione quantitativa della massa ossea per difetto di mineralizzazione della matrice proteica,Quando si presenta un'alterazione quantitativa della massa muscolare
Come si definisce un'alterazione qualitativa della massa ossea per difetto di mineralizzazione della matrice proteica?,Osteomalacia,Osteopenia,Osteoporosi,Artrite,Osteocondrosi
Che cos'è l'artrite reumatoide?,Una malattia infiammatoria cronica sistemica che colpisce le articolazioni sia piccole che grandi,Una malattia causata da un'eccessiva produzione di collagene nelle articolazioni,Un disturbo caratterizzato da un'infiammazione dei muscoli e dei tendini,Una condizione dovuta a un'eccessiva crescita delle cellule ossee nelle articolazioni,Un'infezione virale delle articolazioni
Che cos'è l'artrosi?,Una malattia dovuta all'usura e all'invecchiamento delle articolazioni,Una malattia causata da un'eccessiva produzione di collagene nelle articolazioni,Un disturbo caratterizzato da un'infiammazione dei muscoli e dei tendini,Una malattia infiammatoria cronica sistemica che colpisce le articolazioni sia piccole che grandi,Una condizione dovuta a un'eccessiva crescita delle cellule ossee nelle articolazioni
Come si chiama la condizione dove si presenta usura e invecchiamento delle articolazioni?,Artrosi,Artrite,Osteopenia,Sarcopenia,Osteomalacia
Come si definisce l'infiammazione cronica sistemica che colpisce le articolazioni sia piccole che grandi?,Artrite,Artrosi,Osteoporosi,Osteopenia,Sarcopenia
II meccanismo biologico che consente la degradazione proteasomica delle proteine è:,l'ubiquitinazione,la solfatazione,la poli-metilazione,l'apoptosi,la perossidazione
Indica quale delle seguenti affermazioni relative alla glicolisi è ERRATA.,La glicolisi può avvenire solo in presenza di ossigeno,Durante la glicolisi una molecola di glucosio viene scissa in due molecole di piruvato,La glicolisi comprende dieci reazioni chimiche diverse,Il guadagno netto della glicolisi è di 2 ATP e 2 NADH per ogni molecola di glucosio,Le prime tappe della glicolisi consumano energia mentre le successive la producono
"Un uomo, pur essendo eterozigote, non presenta segni di una malattia autosomica dominante, sebbene suo padre e due tra le sue sorelle siano affetti dalla malattia. Quale, tra i seguenti termini, descrive meglio questa situazione?",Penetranza incompleta,Pleiotropia,Eterogeneità allelica,Espressività variabile,Eterogeneità di locus
Da un punto di vista genetico i gruppi sanguigni sono un esempio di:,allelia multipla,eredità legata al sesso,eredità poligenica,dominanza incompleta,eredità monofattoriale
Quale delle seguenti proteine NON è presente normalmente nel plasma sanguigno?,Emoglobina,Albumina,Fibrinogeno,Immunoglobulina,Transferrina
Quale delle seguenti malattie potrebbe essere curata con un antibiotico?,Tifo,Febbre gialla,Rabbia,AIDS,Epatite A
Durante la fase di allungamento della traduzione:,la subunità maggiore del ribosoma svolge attività catalitica,il tRNA in ingresso si colloca nel sito A della subunità minore del ribosoma,il tRNA in ingresso si colloca nel sito P della subunità maggiore,non è richiesta la presenza di fattori di allungamento,il ribosoma scorre sul filamento di mRNA in direzione 3'→5'
La rotula:,è sinonimo di patella,si articola con il perone,si articola con la tibia,è un muscolo del ginocchio,è sinonimo di menisco
Il sito attivo di un enzima è:,la porzione dell'enzima che lega il substrato ed è direttamente implicata nella catalisi,il complesso enzima-substrato (ES),la porzione del substrato complessato con l'enzima,la porzione dell'enzima legata al gruppo prostetico,la porzione meno specifica dell'enzima
La circolazione sistemica ha origine:,nel ventricolo sinistro e porta sangue ossigenato ai tessuti,nel ventricolo destro e porta sangue ossigenato ai tessuti,nel ventricolo sinistro e porta sangue da ossigenare ai polmoni,nel ventricolo destro e porta sangue da ossigenare ai polmoni,nell'atrio sinistro e porta sangue ossigenato ai tessuti
Una persona ipermetrope:,non riesce a mettere bene a fuoco gli oggetti vicini perché il suo bulbo oculare è più corto della norma in senso anteroposteriore,ha una deformazione del cristallino che non le permette di mettere a fuoco solo gli oggetti lontani,non riesce a mettere bene a fuoco gli oggetti lontani perché il suo bulbo oculare è più corto della norma in senso laterolaterale,non riesce a mettere bene a fuoco gli oggetti vicini perché il suo bulbo oculare è più lungo della norma in senso anteroposteriore,non riesce a mettere bene a fuoco gli oggetti lontani perché il suo bulbo oculare è più lungo della norma in senso anteroposteriore
